,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
882,"With a comfortable victory over #Uruguay, #Ronaldo and Co are in round of 16 of #FIFAWorldCup. A must win for #Uruguay against #Ghana who would be looking for revenge of 2014 world cup. https://t.co/kPTrnmSq5T",with comfortable victory over uruguay ronaldo and co are in round of 16 of fifaworldcup must win for uruguay against ghana who would be looking for revenge of 2014 world cup ,0.3333333333333333,0.5333333333333333,positive,0.088,0.727,0.184,0.5719,174,31
883,"Another really fun and exciting day of #FIFAWorldCup. I love and always root for #Ghana. And the big guns did what they do for Brazil and Portugal. 

But tomorrow’s the day. The biggest day for American soccer in a very long time. 24 hours from now it’ll be over. GO #USA!🇺🇸 https://t.co/XgfvNm1Ryw",another really fun and exciting day of fifaworldcup love and always root for ghana and the big guns did what they do for brazil and portugal but tomorrow the day the biggest day for american soccer in very long time 24 hours from now it ll be over go usa ,0.17250000000000001,0.37000000000000005,positive,0.0,0.868,0.132,0.7293,255,50
884,"Mohammed Kudus becomes the first Ghanaian🇬🇭 player to score twice in a single World Cup game.

#Ashaimanonline
#qatar2022
#blackstars
#ghana https://t.co/gYNctqjDyd",mohammed kudus becomes the first ghanaian player to score twice in single world cup game ashaimanonline qatar2022 blackstars ghana ,-0.07380952380952381,0.31587301587301586,neutral,0.0,1.0,0.0,0.0,131,19
885,"I remember this match like it was yesterday... #Ghana blew it.. #Revenge ...
#Fifaworldcup
#WorldCup2022 https://t.co/CuJVKldlL0",i remember this match like it was yesterday ghana blew it revenge fifaworldcup worldcup2022 ,0.0,0.0,negative,0.201,0.651,0.148,-0.2263,92,14
886,The stage is set for GHANA to knock out Uruguay and Suarez. #football #footballheritage #ghana #FIFAWorldCupQatar2022 https://t.co/SIcl825YZ3,the stage is set for ghana to knock out uruguay and suarez football footballheritage ghana fifaworldcupqatar2022 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,113,16
887,fans of team korea showing asses AHT AHT #GHANA,fans of team korea showing asses aht aht ghana,0.0,0.0,neutral,0.0,1.0,0.0,0.0,46,9
888,"If you do not plant🌱🌴🌿☘🌵🎄🌲🍀💐🌾🎋🍃🍂🍁you will spend the money you have buying fruits from those who planted...*

*Who is ready to join ..............🖐*

#Nigeria #Ghana Motivation https://t.co/1mg5HA0q5s",if you do not plant you will spend the money you have buying fruits from those who planted who is ready to join nigeria ghana motivation ,0.2,0.5,positive,0.0,0.764,0.236,0.7269,137,26
889,Make the best of the world cup. Increase your winning chances with predictions by Prediktr #Qatar2022 #FIFAWorldCup Try for 14days for free https://t.co/NUmP4MsDFf #QatarWorldCup2022 #Ghana #SouthKorea #MatchDay #TrendingNow https://t.co/SnLhnL9u0Y,make the best of the world cup increase your winning chances with predictions by prediktr qatar2022 fifaworldcup try for 14days for free qatarworldcup2022 ghana southkorea matchday trendingnow ,0.6333333333333333,0.6166666666666667,positive,0.0,0.595,0.405,0.9325,193,27
890,Make the best of the world cup. Increase your winning chances with predictions by Prediktr #Qatar2022 #FIFAWorldCup Try for 14days for free https://t.co/x5rRVUrEWc #QatarWorldCup2022 #Ghana #SouthKorea #MatchDay #TrendingNow https://t.co/TJQ0Wrz0A2,make the best of the world cup increase your winning chances with predictions by prediktr qatar2022 fifaworldcup try for 14days for free qatarworldcup2022 ghana southkorea matchday trendingnow ,0.6333333333333333,0.6166666666666667,positive,0.0,0.595,0.405,0.9325,193,27
891,"@goal @ghanafaofficial right now
#gha #Ghana #Suarez #URU #Qatar2022 #WorldCup2022 #FIFAWorldCup #FIFAWorldCupQatar2022 https://t.co/fS3OCUTl2g", right now gha ghana suarez uru qatar2022 worldcup2022 fifaworldcup fifaworldcupqatar2022 ,0.2857142857142857,0.5357142857142857,neutral,0.0,1.0,0.0,0.0,90,10
892,🇬🇭🇺🇾 #Ghana v. #Uruguay 2022 FIFA World Cup Rematch (2010) https://t.co/9gjsrx3OjO, ghana uruguay 2022 fifa world cup rematch 2010 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,48,8
893,"The way Ronaldo ran away as if he's scored in the World Cup final is truly hilarious 
#PORURU #suarez #Portugal  #ghana  #FIFAWorldCupQatar2022 https://t.co/EW8VPw9D14",the way ronaldo ran away as if he scored in the world cup final is truly hilarious poruru suarez portugal ghana fifaworldcupqatar2022 ,0.25,1.0,positive,0.0,0.781,0.219,0.6808,134,22
894,Revenge of the Spartans #Ghana🇬🇭🇬🇭 https://t.co/CNk7w09zEg,revenge of the spartans ghana ,0.0,0.0,negative,0.459,0.541,0.0,-0.5267,30,5
895,"Resultados del Mundial de Fútbol
#FIFAWorldCup2022🏆 :

Grupo G:

#Serbia 3️⃣ 🇷🇸 #Camerún 3️⃣ 🇨🇲
#Final

#Brasil1️⃣ 🇧🇷 #Suiza 0️⃣ 🇨🇭
#Final

Grupo H:

#KoreaDelSur 2️⃣ 🇰🇷 #Ghana 3️⃣ 🇬🇭
#Final

#Portugal2️⃣ 🇵🇹 #Uruguay 0️⃣ 🇺🇾 
#Final",resultados del mundial de tbol fifaworldcup2022 grupo serbia 3 camer 3 final brasil1 suiza 0 final grupo koreadelsur 2 ghana 3 final portugal2 uruguay 0 final,0.0,1.0,neutral,0.0,1.0,0.0,0.0,158,26
896,Hopefully Ghana can make Uruguay pay for 2010 when they meet up on the 2nd of December #Ghana #Uruguay #Paybackfor2010 #FIFAWorldCupQatar2022 #SSFootball,hopefully ghana can make uruguay pay for 2010 when they meet up on the 2nd of december ghana uruguay paybackfor2010 fifaworldcupqatar2022 ssfootball,0.0,0.0,positive,0.058,0.83,0.112,0.3182,148,22
897,"#MatchResults ⚽ Day 9 - (28 November)

Match 1 - 🇨🇲#Cameroon 3-3 #Serbia🇷🇸 
Match 2 - 🇰🇷#Southkorea 2-3 #Ghana🇬🇭 
Match 3 - 🇧🇷#Brazil 1-0 #Switzerland🇨🇭
Match 4 - 🇵🇹#Portugal 2-0 #uruguay🇺🇾 

#letsgoqatar #TheBiggestFootballFestival #QatarWorldCup #radio #doha #qatar https://t.co/9wd0Cq4bcI", matchresults day 9 28 november match 1 cameroon 3 3 serbia match 2 southkorea 2 3 ghana match 3 brazil 1 0 switzerland match 4 portugal 2 0 uruguay letsgoqatar thebiggestfootballfestival qatarworldcup radio doha qatar ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,219,35
898,"It wasn't a penalty but on behalf of all fans, f**k Suarez in the worldcup for what he did to Ghana. Love to see it 
#PORURU #suarez #Portugal  #ghana  #FIFAWorldCupQatar2022",it wasn a penalty but on behalf of all fans k suarez in the worldcup for what he did to ghana love to see it poruru suarez portugal ghana fifaworldcupqatar2022,0.5,0.6,positive,0.059,0.769,0.172,0.7003,159,30
899,"Uruguay played annoying and ugly football. That Ghana v Uruguay game is bout to be bloody. Revenge mission!

#FIFAWorldCup #Uruguay #Ghana 
#FIFAWorldCupQatar2022 https://t.co/Y3y2AxYerv",uruguay played annoying and ugly football that ghana uruguay game is bout to be bloody revenge mission fifaworldcup uruguay ghana fifaworldcupqatar2022 ,-0.675,0.7999999999999999,negative,0.401,0.521,0.078,-0.872,152,21
900,I'm sure #Ghana hasn't forgiven #Uruguay for this. https://t.co/M95qRqIqSS,i sure ghana hasn forgiven uruguay for this ,0.5,0.8888888888888888,positive,0.0,0.505,0.495,0.5994,44,8
901,"#FIFAWorldCup 
#Ghana #BlackStars won against the Korean team by 3 goals to two with Mohammed Kudus hitting a brace and Salish a goal with Jordan getting two assist to his name at the world cup stage.
#Atizigi saved the team on many occasions https://t.co/CnGevGqKS3", fifaworldcup ghana blackstars won against the korean team by 3 goals to two with mohammed kudus hitting brace and salish goal with jordan getting two assist to his name at the world cup stage atizigi saved the team on many occasions ,0.5,0.5,positive,0.0,0.854,0.146,0.7579,234,41
902,I just need my side Ghana 🇬🇭 to qualify to knockouts and this will be lovely. #FIFAWorldCup #Ghana,i just need my side ghana to qualify to knockouts and this will be lovely fifaworldcup ghana,0.5,0.75,positive,0.0,0.798,0.202,0.5859,92,17
903,"Vacancy !!  Vacancy !!
•Compliance Officer 

Kindly share this opportunity to individuals in your contact list.

#ghanajobs #GhanaMusic #SHOWBIZ  #Jobsearch #Trending #Jobs #TrendingNews #blacko #Ghana #QatarWorldCup2022 #Ronaldo #Shameless #Bongoideas  #FIFAWorldCup https://t.co/nqVRGtqNgl",vacancy vacancy compliance officer kindly share this opportunity to individuals in your contact list ghanajobs ghanamusic showbiz jobsearch trending jobs trendingnews blacko ghana qatarworldcup2022 ronaldo shameless bongoideas fifaworldcup ,0.6,0.9,positive,0.069,0.694,0.237,0.7003,240,28
904,"There're only 3 teams which have already made it the #RoundOf16!

Round 3 of the group stage is going to be AMAZING. So many intrigues starting tomorrow!

My most anticipated game for the round is #Ghana - #Uruguay 

#FIFAWorldCupQatar2022",there re only 3 teams which have already made it the roundof16 round 3 of the group stage is going to be amazing so many intrigues starting tomorrow my most anticipated game for the round is ghana uruguay fifaworldcupqatar2022,0.1,0.525,positive,0.0,0.854,0.146,0.7165,226,39
905,"#Uruguay 🇺🇾 now have to beat #Ghana 🇬🇭, a team hell bent on revenge after what happened in Johannesburg 12 years ago...
#WorldCup2022", uruguay now have to beat ghana team hell bent on revenge after what happened in johannesburg 12 years ago worldcup2022,0.0,0.0,negative,0.308,0.692,0.0,-0.8402,119,20
906,So satisfying to see #Uru losing to #Portugal and ending #Saurez World Cup with Final goal based on Handball penalty. Icing on the Cake - #Ghana QUALIFIES. #FIFAWorldCup #FIFAWorldCupQatar2022 #Portugal #Uru #Por #PORURU #WorldCup2022 #BBCFootball #BBCWorldCup #UruguayvsPortugal https://t.co/jfW5BgAnAk,so satisfying to see uru losing to portugal and ending saurez world cup with final goal based on handball penalty icing on the cake ghana qualifies fifaworldcup fifaworldcupqatar2022 portugal uru por poruru worldcup2022 bbcfootball bbcworldcup uruguayvsportugal ,0.25,1.0,negative,0.134,0.788,0.079,-0.3197,262,36
907,"Tough luck for #Uruguay with an early missed breakaway and post in the second half. 

Cheap goal they allowed and a late PK to seal it for Portugal 

The value on Uruguay on the Asian line was there but missed. 

They will need to win vs #Ghana to have a chance to move on.",tough luck for uruguay with an early missed breakaway and post in the second half cheap goal they allowed and late pk to seal it for portugal the value on uruguay on the asian line was there but missed they will need to win vs ghana to have chance to move on ,0.05555555555555557,0.375,positive,0.091,0.725,0.184,0.775,259,52
908,Group H expected results. #Portugal #SouthKorea #Uruguay #Ghana #WorldCup https://t.co/KR8xfjItlz,group expected results portugal southkorea uruguay ghana worldcup ,-0.1,0.4,neutral,0.0,1.0,0.0,0.0,66,8
909,Rematch between #Uruguay and #Ghana to determine who goes to the next round. I doubt the Ghanaians have forgotten the shenanigans of #Suarez that got them eliminated when they faced each other a few World Cups ago. #FIFAWorldCupQatar2022,rematch between uruguay and ghana to determine who goes to the next round doubt the ghanaians have forgotten the shenanigans of suarez that got them eliminated when they faced each other few world cups ago fifaworldcupqatar2022,-0.13125,0.21875,negative,0.115,0.885,0.0,-0.5267,227,36
910,"#URUGHA is going to be a bit feisty, isn't it? Payback time for #Ghana on #Uruguay #BlackStars https://t.co/SEHhCxu170", urugha is going to be bit feisty isn it payback time for ghana on uruguay blackstars ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,86,16
911,@elonmusk please visit #Ghana🇬🇭🇬🇭🇬🇭 this Christmas, please visit ghana this christmas,0.0,0.0,positive,0.0,0.635,0.365,0.3182,34,5
912,"Join @AfricanLM at the Africa Energy Forum &amp; Infrastructure Forum &amp; Award - #AEI2022 at Movenpick Ambassador Hotel Accra #Ghana on Dec. 05, 2022.
Click here to register FREE - https://t.co/ZY2rZAAkV4 
Keynote by HE @GwedeMantashe1, #SouthAfrica Minister for #Energy @Energy_ZA https://t.co/9kTCRrg2Ws",join at the africa energy forum amp infrastructure forum amp award aei2022 at movenpick ambassador hotel accra ghana on dec 05 2022 click here to register free keynote by he southafrica minister for energy za ,0.4,0.8,positive,0.0,0.694,0.306,0.9042,209,35
913,"Most awaited revenge 😂
#Ghana gonna take both of Suarez's hands and lead him out of #FIFAWorldCupQatar2022 😂😂😂 https://t.co/2LPc5jZz1c",most awaited revenge ghana gonna take both of suarez hands and lead him out of fifaworldcupqatar2022 ,0.5,0.5,negative,0.266,0.734,0.0,-0.6214,101,16
914,Ghana vs Uruguay patiently looking forward to it. Someone should tell @LuisSuarez9  he is our enemy and we are coming for him! #Ghana,ghana vs uruguay patiently looking forward to it someone should tell he is our enemy and we are coming for him ghana,0.0,0.0,negative,0.143,0.857,0.0,-0.5423,116,22
915,"So, that's it, Portugal in on, I hope the 2nd of the group will be #Ghana. Besides #Portugal and #Brazil, I always support #African teams. Go Ghana. 

#WorldcupQatar2022 #WorldCup2022",so that it portugal in on hope the 2nd of the group will be ghana besides portugal and brazil always support african teams go ghana worldcupqatar2022 worldcup2022,0.0,0.0,positive,0.0,0.817,0.183,0.6808,162,27
916,"These last two #WorldCup matches have been the best so far.
Just me?
#SouthKorea 
#Ghana
#Cameroon 
#Serbia",these last two worldcup matches have been the best so far just me southkorea ghana cameroon serbia,0.3666666666666667,0.45555555555555555,positive,0.0,0.792,0.208,0.6369,98,17
917,"Group H

Portugal 6pts
Ghana 3pts
South Korea 1pts
Uruguay 1pts

South Korea to face Portugal while Uruguay faces #Ghana in the next fixtures",group portugal 6pts ghana 3pts south korea 1pts uruguay 1pts south korea to face portugal while uruguay faces ghana in the next fixtures,0.0,0.0,neutral,0.0,1.0,0.0,0.0,136,23
918,"#TeamPortugal 
#TeamCr7 
#FIFAWorldCupQatar2022 
#GHANA &amp; #PORTUGAL in Final could actually be fun 2 watch!", teamportugal teamcr7 fifaworldcupqatar2022 ghana amp portugal in final could actually be fun 2 watch ,0.15,0.6,positive,0.0,0.784,0.216,0.5106,102,14
919,#Ghana vs Uruguay will be lit! Expect a red card!, ghana vs uruguay will be lit expect red card ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,46,9
920,Have your say: Ghana 🇬🇭 vs Uruguay 🇺🇾. The war between Asamoah Gyan and L. Suarez. The contest between Africa  and South America (2010) #URUGHA Asamoah Gyan || L. Suarez. #SouthAfrica2010 #FIFA2010 #Qatar2022 #FIFAWorldCup #FIFAWorldCupQatar2022 #Uruguay #Ghana #BlackStars https://t.co/fsaxSPX5Fb,have your say ghana vs uruguay the war between asamoah gyan and suarez the contest between africa and south america 2010 urugha asamoah gyan suarez southafrica2010 fifa2010 qatar2022 fifaworldcup fifaworldcupqatar2022 uruguay ghana blackstars ,0.0,0.0,negative,0.109,0.891,0.0,-0.5994,243,33
921,"#Ghana vs #Uruguay is going to be absolute chaos!!! 

#FIFAWorldCupQatar2022", ghana vs uruguay is going to be absolute chaos fifaworldcupqatar2022,0.2,0.9,negative,0.291,0.709,0.0,-0.5719,69,10
922,"Vacancy !!  Vacancy !!
•Quality Assurance Officer 

Kindly share this opportunity to individuals in your contact list.

#ghanajobs #GhanaMusic #SHOWBIZ  #Jobsearch #Trending #Jobs #TrendingNews #blacko #Ghana #QatarWorldCup2022 #kudus #Ghana #Ronaldo #Portugal #uruguay #FIFA https://t.co/9hAgRQRCFv",vacancy vacancy quality assurance officer kindly share this opportunity to individuals in your contact list ghanajobs ghanamusic showbiz jobsearch trending jobs trendingnews blacko ghana qatarworldcup2022 kudus ghana ronaldo portugal uruguay fifa ,0.6,0.9,positive,0.0,0.718,0.282,0.8625,247,31
923,#ghana have to punish uruguay for 2010, ghana have to punish uruguay for 2010,0.0,0.0,negative,0.362,0.638,0.0,-0.5267,38,7
924,"South Korea vs. Ghana final score, result: Mohammed Kudus double gives Black Stars victory in World Cup thriller https://t.co/CPYfzWPrf9 via @BeyondScienceTV | Explore the unknown #FIFAWorldCupQatar2022 #Ghana #SouthKoreaGhana",south korea vs ghana final score result mohammed kudus double gives black stars victory in world cup thriller via explore the unknown fifaworldcupqatar2022 ghana southkoreaghana,-0.06666666666666667,0.5083333333333333,positive,0.0,0.945,0.055,0.1027,177,25
925,"Hope ghana will send Uruguay home😂😂
#FIFAWorldCupQatar2022 #Ghana #African",hope ghana will send uruguay home fifaworldcupqatar2022 ghana african,0.0,0.0,positive,0.0,0.734,0.266,0.4404,69,9
926,12 years of heartache  💔  ...its finally time for revenge! #Ghana #Uruguay #FIFAWorldCupQatar2022 #FIFAWorldCup https://t.co/vJg0bPhCpy,12 years of heartache its finally time for revenge ghana uruguay fifaworldcupqatar2022 fifaworldcup ,0.0,1.0,negative,0.221,0.779,0.0,-0.5267,100,13
927,"Qualification secured for the knockout stages thanks to brace from Bruno Fernandes. ⚽️⚽️ 

1️⃣ 🇵🇹 #Portugal 6pts (+3) ✅
2️⃣ 🇬🇭 #Ghana 3pts (0)❓
3️⃣ 🇰🇷 #Korea 1pt (-1)❓
4️⃣ 🇺🇾 #Uruguay 1pt (-2)❓

The Black Stars face La Celeste in the final game. 🍿 

#FIFAWorldCup https://t.co/qzthCdclaE",qualification secured for the knockout stages thanks to brace from bruno fernandes 1 portugal 6pts 3 2 ghana 3pts 0 3 korea 1pt 1 4 uruguay 1pt 2 the black stars face la celeste in the final game fifaworldcup ,-0.09166666666666667,0.5083333333333333,positive,0.0,0.838,0.162,0.6808,209,39
928,"Remaining #Ghana to have there revenge on #uruguay and qualify for the knockout stages 
#WorldCup2022",remaining ghana to have there revenge on uruguay and qualify for the knockout stages worldcup2022,0.0,0.0,negative,0.195,0.805,0.0,-0.5267,97,15
929,"“Road Trip” The Ep is still loading so keep your eyes open👀
⚠️So With that being said, I got another Vybe for you guys w/t my boy @  💽“A Lot” is Out This week‼️ “Nobody can stop me from Enjoymenting”🥳😜
#afrobeats #music #afrodance #dance #afrobeat  #afropop #ghana #newmusic https://t.co/XE3IIEx4Or", road trip the ep is still loading so keep your eyes open so with that being said got another vybe for you guys t my boy lot is out this week nobody can stop me from enjoymenting afrobeats music afrodance dance afrobeat afropop ghana newmusic ,0.0,0.5,negative,0.049,0.951,0.0,-0.296,243,45
930,That last match for Uruguay against Ghana is going to be real tricky asf. Ghana is tough and fearless; plus they're going to be in a revenge spot from the 2010 WC. #WorldCup #Uruguay #Ghana,that last match for uruguay against ghana is going to be real tricky asf ghana is tough and fearless plus they re going to be in revenge spot from the 2010 wc worldcup uruguay ghana,-0.06296296296296296,0.4000000000000001,negative,0.161,0.767,0.072,-0.3818,181,35
931,"Ghana’s Kweku Flick be doing the most with his support for the Black Stars🇬🇭⭐️ Here’s the rapper/singer casually watching the game with students of GH Schools 
 -
Kindly Follow @citizenparker__ for more🙃

#BlackStarsAtQatar #Ghana #BlackStars | Kudus | Salisu #Qatar2022 #Qatar https://t.co/0s5Xwsb9Ty",ghana kweku flick be doing the most with his support for the black stars here the rapper singer casually watching the game with students of gh schools kindly follow for more blackstarsatqatar ghana blackstars kudus salisu qatar2022 qatar ,0.08888888888888886,0.6,positive,0.0,0.817,0.183,0.7823,238,38
932,"I need a Sugar Daddy to pay my bills

Hit me on my OF https://t.co/9QbKySHktf

#CyberMonday #البرتغال_الاوروغواي #ختام_جنتل #FIFAWorldCupQatar2022 #PORURU #Apple #Ghana #Canelo #Casemiro #Suíça #Neymar #Vini #Uruguay #selllingcontents #buyingcontents #Onlyfans #ONLYFANSBABE https://t.co/EOPsQJhZtk",i need sugar daddy to pay my bills hit me on my of cybermonday fifaworldcupqatar2022 poruru apple ghana canelo casemiro su neymar vini uruguay selllingcontents buyingcontents onlyfans onlyfansbabe ,0.0,0.0,negative,0.051,0.949,0.0,-0.1027,197,28
933,"Day 9
FT scores
#WorldcupQatar2022 
#Cameroon 3-3 #Serbia
#Brazil 1-0 #Switzerland 
#Ghana 3-2 #SouthKorea 
#Portugal 2-0 #Uruguay",day 9 ft scores worldcupqatar2022 cameroon 3 3 serbia brazil 1 0 switzerland ghana 3 2 southkorea portugal 2 0 uruguay,0.0,0.0,neutral,0.0,1.0,0.0,0.0,118,21
934,"Good job #Portugal   , we'll finish the job on Friday #Ghana #Revenge #WorldCup #Qatar2022",good job portugal we ll finish the job on friday ghana revenge worldcup qatar2022,0.7,0.6000000000000001,negative,0.186,0.656,0.158,-0.128,81,14
935,The Sister Rita X Show Airs Daily from 4pm Pst to 6pm Pst https://t.co/wS56iYGoOm #Chicago #Italy #ATL #LasVegas #Buffalo #TX #Ghana #France #NM #Dublin #Phily #RI #RadioStation,the sister rita show airs daily from 4pm pst to 6pm pst chicago italy atl lasvegas buffalo tx ghana france nm dublin phily ri radiostation,0.0,0.0,positive,0.0,0.906,0.094,0.3612,138,25
936,South Korea vs. Ghana Highlights | 2022 FIFA World Cup https://t.co/4wYhXAwPXG via @YouTube #FOXSoccer #FIFAWorldCup #Ghana,south korea vs ghana highlights 2022 fifa world cup via foxsoccer fifaworldcup ghana,0.0,0.0,neutral,0.0,1.0,0.0,0.0,84,13
937,"Now, #Ghana go finish those clowns #Uruguay.",now ghana go finish those clowns uruguay ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,41,7
938,"Vacancy !!  Vacancy !!
•Accounts Officer

Kindly share this opportunity to individuals in your contact list.

#ghanajobs #GhanaMusic #SHOWBIZ  #Jobsearch #Trending #Jobs #TrendingNews #blacko #Ghana #QatarWorldCup2022 #Messi #mexico #Bongo #ritadominic #FIFAWorldCup https://t.co/wJa6hlirA7",vacancy vacancy accounts officer kindly share this opportunity to individuals in your contact list ghanajobs ghanamusic showbiz jobsearch trending jobs trendingnews blacko ghana qatarworldcup2022 messi mexico bongo ritadominic fifaworldcup ,0.6,0.9,positive,0.0,0.76,0.24,0.802,240,29
939,"A draw with Uruguay will be enough for #GHANA to advance in to round of 16 
This Portugal team will defiantly beat South Korea.",a draw with uruguay will be enough for ghana to advance in to round of 16 this portugal team will defiantly beat south korea ,-0.1,0.45,neutral,0.0,1.0,0.0,0.0,125,24
940,"Vacancy !!  Vacancy !!
•Driver 

Kindly share this opportunity to individuals in your contact list.

#ghanajobs #GhanaMusic #SHOWBIZ  #Jobsearch #Trending #Jobs #TrendingNews #blacko #Ghana #QatarWorldCup2022 #Messi #mexico #Argentina #ritadominic #FIFAWorldCup    #jobsearch https://t.co/wyKQvFcaXj",vacancy vacancy driver kindly share this opportunity to individuals in your contact list ghanajobs ghanamusic showbiz jobsearch trending jobs trendingnews blacko ghana qatarworldcup2022 messi mexico argentina ritadominic fifaworldcup jobsearch ,0.6,0.9,positive,0.0,0.76,0.24,0.802,244,29
941,"How many Red Cards do we think will be given in #GhanavsUruguay? How many #Ghana players will get yellow cards for leaving one on #Suarez?
#UruguayVGhana #WorldCup #ITVFootball",how many red cards do we think will be given in ghanavsuruguay how many ghana players will get yellow cards for leaving one on suarez uruguayvghana worldcup itvfootball,0.25,0.25,neutral,0.0,1.0,0.0,0.0,168,28
942,"Do you need a Responsive, SEO Friendly medical &amp; healthcare website for doctor, dentist, dental, clinic, hospital?
Contact Me: https://t.co/EGNh7V29Er
#clinicwebsite #doctorwebsite #CyberMonday #healthcarewebsite #Ghana #hospitalwebsite #medicalwebsite https://t.co/8BA5nZH8Ei",do you need responsive seo friendly medical amp healthcare website for doctor dentist dental clinic hospital contact me clinicwebsite doctorwebsite cybermonday healthcarewebsite ghana hospitalwebsite medicalwebsite ,0.1875,0.25,positive,0.0,0.801,0.199,0.6908,215,25
943,"#URU, you gonna pay to #Africa what Suarez did to #GHA this day, 12 years ago.

#Ghana #Qatar2022 #FIFAWorldCup #FIFAWorldCupQatar2022
#FIFAWorldCupSouthAfrica2010 https://t.co/FPfNRbPAD4", uru you gonna pay to africa what suarez did to gha this day 12 years ago ghana qatar2022 fifaworldcup fifaworldcupqatar2022 fifaworldcupsouthafrica2010 ,0.0,0.0,negative,0.065,0.935,0.0,-0.1027,153,21
944,#Uruguay like #Liverpool must ALWAYS suffer. Will never get over what they did to #Ghana in the 2010 WC!, uruguay like liverpool must always suffer will never get over what they did to ghana in the 2010 wc ,0.0,0.0,negative,0.152,0.739,0.109,-0.25,101,19
945,"Bruno Fernandez penalty for his double and #Portugal are heading for victory after contentious hand ball decision. #Uruguay’s path to the last 16 has got that little trickier, face must-win #ghana final group game at #Qatar2022 #PORURU",bruno fernandez penalty for his double and portugal are heading for victory after contentious hand ball decision uruguay path to the last 16 has got that little trickier face must win ghana final group game at qatar2022 poruru,0.03541666666666667,0.39444444444444443,positive,0.142,0.708,0.15,0.3384,226,38
946,"#Portugal penalty appeal they checked it, #Ghana appealed they said VAR glitched and didn't check. #FIFA is rigged! #FIFAWorldCupQatar2022 #Qatar2022", portugal penalty appeal they checked it ghana appealed they said var glitched and didn check fifa is rigged fifaworldcupqatar2022 qatar2022,0.0,0.0,negative,0.234,0.766,0.0,-0.6705,140,20
947,"Tonight (2022), in a #FIFAWorldCupQatar2022 game, the same #Uruguay who celebrated the #HandofGod in 2010 against #ghanablackstars, suffered the #HandofSatan 

#FIFAWorldCup #BlackStars #Ghana #PORURU #Suarez",tonight 2022 in fifaworldcupqatar2022 game the same uruguay who celebrated the handofgod in 2010 against ghanablackstars suffered the handofsatan fifaworldcup blackstars ghana poruru suarez,-0.01666666666666668,0.425,positive,0.111,0.761,0.128,0.128,189,24
948,#Ghana it has taken this long but #Uruguay is coming. Boys we have to correct this biggest wrong ever #WorldCup2022 #Qatar2022, ghana it has taken this long but uruguay is coming boys we have to correct this biggest wrong ever worldcup2022 qatar2022,-0.275,0.65,negative,0.172,0.828,0.0,-0.631,122,21
949,"Ghana you have a score to settle with Uruguay o, destroy them when you have the chance, thank God the main actors are still there. Do it for Africa #WorldcupQatar2022 #poruru #ghana #FIFAWorldCupQatar2022",ghana you have score to settle with uruguay destroy them when you have the chance thank god the main actors are still there do it for africa worldcupqatar2022 poruru ghana fifaworldcupqatar2022,-0.016666666666666677,0.16666666666666666,positive,0.094,0.728,0.178,0.2732,193,31
950,"With Portugal’s win tonight, the final qualifier in Group H comes down to a decider between Ghana and Uruguay…

And we all know what happened between these two last time don’t we? 👀

This will be good. 🌶️🍿

#Qatar2022 | #FIFAWorldCup | #Ghana | #Uruguay https://t.co/SjXzrWxARc",with portugal win tonight the final qualifier in group comes down to decider between ghana and uruguay and we all know what happened between these two last time don we this will be good qatar2022 fifaworldcup ghana uruguay ,0.2688888888888889,0.47111111111111115,positive,0.0,0.843,0.157,0.7717,223,38
951,Karma for #Uruguay had the handball comes back to clap them. A #Ghana win in the last game would top it off,karma for uruguay had the handball comes back to clap them ghana win in the last game would top it off,0.18,0.2733333333333333,positive,0.0,0.772,0.228,0.6808,102,21
952,"Sorry but #Uruguay are just not good enough. 
#Ghana will have them for breakfast. 
#PORURU #BBCfootball",sorry but uruguay are just not good enough ghana will have them for breakfast poruru bbcfootball,-0.2833333333333333,0.7000000000000001,negative,0.233,0.767,0.0,-0.5038,96,16
953,"#Portugal 3-2 #Ghana
Post Game Review.
@prynx_chelsea @ghanafaofficial @garyalsmith @GaryAllan https://t.co/BjGpCOwe7m", portugal 3 2 ghana post game review chelsea ,-0.4,0.4,neutral,0.0,1.0,0.0,0.0,45,8
954,"Ghana vs Uruguay is gonna be such a tasty fixture. When yhe groups came out, that's the one i looked to instantly. And now with how the group is poised.. So much at stake. Its set up to be a cracker! Can't wait. #Ghana",ghana vs uruguay is gonna be such tasty fixture when yhe groups came out that the one looked to instantly and now with how the group is poised so much at stake its set up to be cracker can wait ghana,0.06666666666666667,0.4555555555555555,positive,0.0,0.952,0.048,0.25,199,41
955,"What do you call a goat that dives? 🐐 🤫 
Was #Ghana robbed by VAR and #Ronaldo? 🧐 

The World Cup is full of surprises 🏆 

Watch #ROTG here https://t.co/dHIK7V3Qst

#FIFAWorldCup #Qatar2022 https://t.co/4k5hrAJnNi",what do you call goat that dives was ghana robbed by var and ronaldo the world cup is full of surprises watch rotg here fifaworldcup qatar2022 ,0.35,0.55,positive,0.0,0.929,0.071,0.2263,143,26
